	word	phonemes	strs pat	syl num	pos_tag
9288	montalban	['M', 'AA0', 'N', 'T', 'AE1', 'L', 'B', 'AH0', 'N']	(0, 1, 0)	3	NN
9289	montezume	['M', 'AH0', 'N', 'T', 'AH0', 'Z', 'UW1', 'M']	(0, 1, 0)	3	NN
9290	month	['M', 'AH1', 'N', 'TH']	(1,)	1	NN
9291	monthly	['M', 'AH1', 'N', 'TH', 'L', 'IY0']	(1, 0)	2	RB
9292	months	['M', 'AH1', 'N', 'TH', 'S']	(1,)	1	NNS
9293	monument	['M', 'AA1', 'N', 'Y', 'UW0', 'M', 'AH0', 'N', 'T']	(1, 0, 1)	3	NN
9294	monuments	['M', 'AA1', 'N', 'Y', 'AH0', 'M', 'AH0', 'N', 'T', 'S']	(1, 0, 1)	3	NNS
9295	mood	['M', 'UW1', 'D']	(1,)	1	NN
9296	moon	['M', 'UW1', 'N']	(1,)	1	NN
9297	mooned	['M', 'UH1', 'N', 'EH1', 'D']	(1, 0)	2	VBN
9298	moonless	['M', 'UH1', 'N', 'L', 'AH0', 'SH']	(1, 0)	2	NN
9299	moonlight	['M', 'UW1', 'N', 'L', 'AY2', 'T']	(1, 0)	2	NN
9300	moons	['M', 'UW1', 'N', 'Z']	(1,)	1	NNS
9301	moor	['M', 'UH1', 'R']	(1,)	1	NN
9302	mooring	['M', 'UH1', 'R', 'IH0', 'NG']	(1, 0)	2	VBG
9303	moorings	['M', 'UW1', 'R', 'IH0', 'NG', 'Z']	(1, 0)	2	NNS
9304	moors	['M', 'UH1', 'R', 'Z']	(1,)	1	NNS
9305	moory	['M', 'UH1', 'R', 'IY0']	(1, 0)	2	NN
9306	morag	['M', 'AH0', 'R', 'AH0', 'G']	(0, 1)	2	NN
9307	moral	['M', 'AO1', 'R', 'AH0', 'L']	(1, 0)	2	JJ
9308	morbid	['M', 'AO1', 'R', 'B', 'AH0', 'D']	(1, 0)	2	NN
9309	more	['M', 'AO1', 'R']	(1,)	1	RBR
9310	moreh	['M', 'AH0', 'R', 'IH0', 'HH']	(0, 1)	2	NN
9311	morgana	['M', 'AO0', 'R', 'G', 'AE1', 'N', 'AH0']	(0, 1, 0)	3	NN
9312	morn	['M', 'AO1', 'R', 'N']	(1,)	1	NN
9313	morning	['M', 'AO1', 'R', 'N', 'IH0', 'NG']	(1, 0)	2	NN
9314	mornings	['M', 'AO1', 'R', 'N', 'IH0', 'NG', 'Z']	(1, 0)	2	NNS
9315	morns	['M', 'AH0', 'R', 'N', 'S']	(0,)	1	NNS
9316	morocco	['M', 'ER0', 'AA1', 'K', 'OW0']	(0, 1, 0)	3	NP
9317	morrow	['M', 'AA1', 'R', 'OW0']	(1, 0)	2	NN
9318	morrows	['M', 'OW1', 'IY0', 'OW0', 'W', 'S']	(1, 0, 1)	3	NNS
9319	morsel	['M', 'AO1', 'R', 'S', 'AH0', 'L']	(1, 0)	2	NN
9320	morsels	['M', 'AO1', 'R', 'S', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
9321	mortal	['M', 'AO1', 'R', 'T', 'AH0', 'L']	(1, 0)	2	JJ
9322	mortality	['M', 'AO0', 'R', 'T', 'AE1', 'L', 'AH0', 'T', 'IY0']	(0, 1, 0, 1)	4	NN
9323	mortals	['M', 'AO1', 'R', 'T', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
9324	mortis	['M', 'AO1', 'R', 'T', 'IH0', 'S']	(1, 0)	2	NN
9325	mosaic	['M', 'OW0', 'Z', 'EY1', 'IH0', 'K']	(0, 1, 0)	3	NN
9326	mosaick	['M', 'OW0', 'S', 'EH1', 'CH', 'K']	(0, 1)	2	NN
9327	mosco	['M', 'OW1', 'S', 'K', 'OW0']	(1, 0)	2	NN
9328	moses	['M', 'OW1', 'Z', 'AH0', 'S']	(1, 0)	2	NP-TL
9329	moss	['M', 'AO1', 'S']	(1,)	1	NN
9330	mosses	['M', 'AO1', 'S', 'AH0', 'Z']	(1, 0)	2	NNS
9331	mossy	['M', 'OW0', 'SH', 'IY0']	(0, 1)	2	NN
9332	most	['M', 'OW1', 'S', 'T']	(1,)	1	AP
9333	mostly	['M', 'OW1', 'S', 'T', 'L', 'IY0']	(1, 0)	2	RB
9334	moth	['M', 'AO1', 'TH']	(1,)	1	NN
9335	mother	['M', 'AH1', 'DH', 'ER0']	(1, 0)	2	NN
9336	mothering	['M', 'AH1', 'DH', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
9337	mothernet	['M', 'OW1', 'TH', 'EH1', 'R', 'N', 'AH0', 'T']	(1, 0, 1)	3	NN
9338	mothers	['M', 'AH1', 'DH', 'ER0', 'Z']	(1, 0)	2	NNS
9339	motion	['M', 'OW1', 'SH', 'AH0', 'N']	(1, 0)	2	NN
9340	motioned	['M', 'OW1', 'SH', 'AH0', 'N', 'D']	(1, 0)	2	VBN
9341	motioning	['M', 'OW1', 'SH', 'AH0', 'N', 'IH0', 'NG']	(1, 0, 1)	3	VBG
9342	motionless	['M', 'OW1', 'SH', 'AH0', 'N', 'L', 'AH0', 'S']	(1, 0, 1)	3	JJ
9343	motions	['M', 'OW1', 'SH', 'AH0', 'N', 'Z']	(1, 0)	2	NNS
9344	motive	['M', 'OW1', 'T', 'IH0', 'V']	(1, 0)	2	NN
9345	motorcycle	['M', 'OW1', 'T', 'ER0', 'S', 'AY2', 'K', 'AH0', 'L']	(1, 0, 1, 0)	4	NN
9346	motorcycles	['M', 'OW1', 'T', 'ER0', 'S', 'AY2', 'K', 'AH0', 'L', 'Z']	(1, 0, 1, 0)	4	NNS
9347	mottles	['M', 'OW0', 'T', 'T', 'L', 'AH0', 'S']	(0, 1)	2	NNS
9348	mould	['M', 'OW1', 'L', 'D']	(1,)	1	NN
9349	mouldered	['M', 'AW1', 'L', 'D', 'EH1', 'R', 'EH1', 'D']	(1, 0, 1)	3	VBN
9350	mouldering	['M', 'AW1', 'L', 'D', 'AH0', 'R', 'IH1', 'NG']	(1, 0, 1)	3	VBG
9351	moulds	['M', 'OW1', 'L', 'D', 'Z']	(1,)	1	NNS
9352	mound	['M', 'AW1', 'N', 'D']	(1,)	1	NN
9353	mounds	['M', 'AW1', 'N', 'D', 'Z']	(1,)	1	NNS
9354	mount	['M', 'AW1', 'N', 'T']	(1,)	1	NN
9355	mountain	['M', 'AW1', 'N', 'T', 'AH0', 'N']	(1, 0)	2	NN
9356	mountains	['M', 'AW1', 'N', 'T', 'AH0', 'N', 'Z']	(1, 0)	2	NNS
9357	mountaintops	['M', 'AW1', 'N', 'T', 'AH0', 'N', 'T', 'AA2', 'P', 'S']	(1, 0, 1)	3	NNS
9358	mounted	['M', 'AW1', 'N', 'T', 'AH0', 'D']	(1, 0)	2	VBD
9359	mounting	['M', 'AW1', 'N', 'T', 'IH0', 'NG']	(1, 0)	2	VBG
9360	mourn	['M', 'AO1', 'R', 'N']	(1,)	1	VB
9361	mourned	['M', 'AO1', 'R', 'N', 'D']	(1,)	1	VBN
9362	mourners	['M', 'AO1', 'R', 'N', 'ER0', 'Z']	(1, 0)	2	NNS
9363	mournful	['M', 'AO1', 'R', 'N', 'F', 'AH0', 'L']	(1, 0)	2	NN
9364	mourns	['M', 'AO1', 'R', 'N', 'Z']	(1,)	1	NNS
9365	mouse	['M', 'AW1', 'S']	(1,)	1	NN
9366	moustache	['M', 'AH1', 'S', 'T', 'AE2', 'SH']	(1, 0)	2	NN
9367	mouth	['M', 'AW1', 'TH']	(1,)	1	NN
9368	mouthed	['M', 'AW1', 'DH', 'D']	(1,)	1	VBN
9369	mouthful	['M', 'AW1', 'TH', 'F', 'UH2', 'L']	(1, 0)	2	NN
9370	mouths	['M', 'AW1', 'DH', 'Z']	(1,)	1	NNS
9371	move	['M', 'UW1', 'V']	(1,)	1	VB
9372	moved	['M', 'UW1', 'V', 'D']	(1,)	1	VBN
9373	movement	['M', 'UW1', 'V', 'M', 'AH0', 'N', 'T']	(1, 0)	2	NN
9374	movements	['M', 'UW1', 'V', 'M', 'AH0', 'N', 'T', 'S']	(1, 0)	2	NNS
9375	movers	['M', 'UW1', 'V', 'ER0', 'Z']	(1, 0)	2	NNS
9376	moves	['M', 'UW1', 'V', 'Z']	(1,)	1	NNS
9377	movies	['M', 'UW1', 'V', 'IY0', 'Z']	(1, 0)	2	NNS
9378	moving	['M', 'UW1', 'V', 'IH0', 'NG']	(1, 0)	2	VBG
9379	mower	['M', 'OW1', 'ER0']	(1, 0)	2	NN
9380	mows	['M', 'AW1', 'Z']	(1,)	1	NNS
9381	mozambick	['M', 'OW1', 'Z', 'AA1', 'M', 'B', 'IH0', 'SH', 'K']	(1, 0, 1)	3	NN
9382	mr	['M', 'IH1', 'S', 'T', 'ER0']	(1, 0)	2	NN
9383	mrs	['M', 'IH1', 'S', 'IH0', 'Z']	(1, 0)	2	NN
9384	much	['M', 'AH1', 'CH']	(1,)	1	JJ
9385	mud	['M', 'AH1', 'D']	(1,)	1	NN
9386	muddy	['M', 'AH1', 'D', 'IY0']	(1, 0)	2	NN
9387	muffins	['M', 'AH1', 'F', 'AH0', 'N', 'Z']	(1, 0)	2	NNS
9388	muffled	['M', 'AH1', 'F', 'AH0', 'L', 'D']	(1, 0)	2	VBD
9389	muggle	['M', 'AH1', 'JH', 'JH', 'L']	(1,)	1	NN
9390	muggles	['M', 'AH1', 'JH', 'JH', 'L', 'EH1', 'S']	(1, 0)	2	NNS
9391	mugs	['M', 'AH1', 'G', 'Z']	(1,)	1	NNS
9392	mugwump	['M', 'AH0', 'G', 'W', 'AH1', 'M', 'P']	(0, 1)	2	NN
9393	mulciber	['M', 'UW1', 'L', 'SH', 'IH1', 'B', 'EH1', 'R']	(1, 0, 1)	3	NN
9394	mule	['M', 'Y', 'UW1', 'L']	(1,)	1	NN
9395	multiform	['M', 'AH1', 'L', 'T', 'IH0', 'F', 'OW1', 'R', 'M']	(1, 0, 1)	3	NN
9396	multilevel	['M', 'AH2', 'L', 'T', 'AY0', 'L', 'EH1', 'V', 'AH0', 'L']	(1, 0, 1, 0)	4	NN
9397	multiplied	['M', 'AH1', 'L', 'T', 'AH0', 'P', 'L', 'AY2', 'D']	(1, 0, 1)	3	VBN
9398	multiplies	['M', 'AH1', 'L', 'T', 'AH0', 'P', 'L', 'AY2', 'Z']	(1, 0, 1)	3	NNS
9399	multiply	['M', 'AH1', 'L', 'T', 'AH0', 'P', 'L', 'AY2']	(1, 0, 1)	3	NN
9400	multitude	['M', 'AH1', 'L', 'T', 'AH0', 'T', 'UW2', 'D']	(1, 0, 1)	3	NN
9401	multitudes	['M', 'AH1', 'L', 'T', 'AH0', 'T', 'Y', 'UW2', 'D', 'Z']	(1, 0, 1)	3	NNS
9402	mum	['M', 'AH1', 'M']	(1,)	1	NN
9403	mumbled	['M', 'AH1', 'M', 'B', 'AH0', 'L', 'D']	(1, 0)	2	VBN
9404	mumbling	['M', 'AH1', 'M', 'B', 'AH0', 'L', 'IH0', 'NG']	(1, 0, 1)	3	VBG
9405	mummified	['M', 'AH1', 'M', 'IH0', 'F', 'AY2', 'D']	(1, 0, 1)	3	VBN
9406	mummy	['M', 'AH1', 'M', 'IY0']	(1, 0)	2	NN
9407	munificence	['M', 'AH0', 'N', 'IH0', 'F', 'IH1', 'AH0', 'AH0', 'N', 'CH']	(0, 1, 0, 1, 0)	5	NN
9408	mural	['M', 'Y', 'UH1', 'R', 'AH0', 'L']	(1, 0)	2	JJ
9409	murals	['M', 'Y', 'UH1', 'R', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
9410	murder	['M', 'ER1', 'D', 'ER0']	(1, 0)	2	NN
9411	murderous	['M', 'ER1', 'D', 'ER0', 'AH0', 'S']	(1, 0, 1)	3	JJ
9412	murky	['M', 'ER1', 'K', 'IY0']	(1, 0)	2	NN
9413	murmur	['M', 'ER1', 'M', 'ER0']	(1, 0)	2	NN
9414	murmured	['M', 'ER1', 'M', 'ER0', 'D']	(1, 0)	2	VBN
9415	murmuring	['M', 'ER1', 'M', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
9416	murmurs	['M', 'ER1', 'M', 'ER0', 'Z']	(1, 0)	2	NNS
9417	murren	['M', 'ER1', 'AH0', 'N']	(1, 0)	2	NNS
9418	muscle	['M', 'AH1', 'S', 'AH0', 'L']	(1, 0)	2	NN
9419	muscular	['M', 'AH1', 'S', 'K', 'Y', 'AH0', 'L', 'ER0']	(1, 0, 1)	3	JJ
9420	muse	['M', 'Y', 'UW1', 'Z']	(1,)	1	NN
9421	mused	['M', 'Y', 'UW1', 'Z', 'D']	(1,)	1	VBD
9422	muses	['M', 'Y', 'UW1', 'Z', 'AH0', 'Z']	(1, 0)	2	NNS
9423	museum	['M', 'Y', 'UW0', 'Z', 'IY1', 'AH0', 'M']	(0, 1, 0)	3	NN
9424	mushroom	['M', 'AH1', 'SH', 'R', 'UW0', 'M']	(1, 0)	2	NN
9425	music	['M', 'Y', 'UW1', 'Z', 'IH0', 'K']	(1, 0)	2	NN
9426	musical	['M', 'Y', 'UW1', 'Z', 'IH0', 'K', 'AH0', 'L']	(1, 0, 1)	3	JJ
9427	musicians	['M', 'Y', 'UW0', 'Z', 'IH1', 'SH', 'AH0', 'N', 'Z']	(0, 1, 0)	3	NNS
9428	musick	['M', 'Y', 'UW1', 'S', 'IH0', 'K']	(1, 0)	2	NN
9429	musics	['M', 'Y', 'UW1', 'Z', 'IH0', 'K', 'S']	(1, 0)	2	NNS
9430	musket	['M', 'AH1', 'S', 'K', 'AH0', 'T']	(1, 0)	2	NN
9431	muslin	['M', 'AH1', 'Z', 'L', 'AH0', 'N']	(1, 0)	2	NN
9432	must	['M', 'AH1', 'S', 'T']	(1,)	1	MD
9433	mustache	['M', 'AH1', 'S', 'T', 'AE2', 'SH']	(1, 0)	2	NN
9434	mustached	['M', 'AH1', 'S', 'T', 'AE2', 'SH', 'T']	(1, 0)	2	JJ
9435	mustering	['M', 'AH1', 'S', 'T', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
9436	mustn	['M', 'AH0', 'S', 'T', 'N']	(0,)	1	NN
9437	musty	['M', 'AH1', 'S', 'T', 'IY0']	(1, 0)	2	NN
9438	mutable	['M', 'Y', 'UW1', 'T', 'AH0', 'B', 'AH0', 'L']	(1, 0, 1)	3	JJ
9439	mute	['M', 'Y', 'UW1', 'T']	(1,)	1	NN
9440	muted	['M', 'Y', 'UW1', 'T', 'IH0', 'D']	(1, 0)	2	VBN
9441	mutely	['M', 'AH1', 'T', 'IH0', 'L', 'IY0']	(1, 0, 1)	3	RB
9442	mutiny	['M', 'Y', 'UW1', 'T', 'AH0', 'N', 'IY0']	(1, 0, 1)	3	NN
9443	mutter	['M', 'AH1', 'T', 'ER0']	(1, 0)	2	NN
9444	muttered	['M', 'AH1', 'T', 'ER0', 'D']	(1, 0)	2	VBN
9445	muttering	['M', 'AH1', 'T', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
9446	mutual	['M', 'Y', 'UW1', 'CH', 'AH0', 'W', 'AH0', 'L']	(1, 0, 1)	3	JJ
9447	my	['M', 'AY1']	(1,)	1	PRP$
9448	myriad	['M', 'IH1', 'R', 'IY0', 'AH0', 'D']	(1, 0, 1)	3	JJ
9449	myriads	['M', 'IY0', 'R', 'AH0', 'D', 'S']	(0, 1)	2	NNS
9450	myrrh	['M', 'ER1']	(1,)	1	NN
9451	myrrhs	['M', 'IY0', 'R', 'R', 'HH', 'S']	(0,)	1	NN
9452	myrtle	['M', 'ER1', 'T', 'AH0', 'L']	(1, 0)	2	NN
9453	myrtles	['M', 'ER1', 'T', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
9454	myseff	['M', 'IY0', 'S', 'EH1', 'FF']	(0, 1)	2	NN
9455	myself	['M', 'AY2', 'S', 'EH1', 'L', 'F']	(1, 0)	2	PPL
9456	myst	['M', 'IY0', 'S', 'T']	(0,)	1	NN
9457	mysteries	['M', 'IH1', 'S', 'T', 'ER0', 'IY0', 'Z']	(1, 0, 1)	3	NNS
9458	mysterious	['M', 'IH0', 'S', 'T', 'IH1', 'R', 'IY0', 'AH0', 'S']	(0, 1, 0, 1)	4	JJ
9459	mysteriously	['M', 'IH2', 'S', 'T', 'IH1', 'R', 'IY0', 'AH0', 'S', 'L', 'IY0']	(1, 0, 1, 0, 1)	5	RB
9460	mystery	['M', 'IH1', 'S', 'T', 'ER0', 'IY0']	(1, 0, 1)	3	NN
9461	mystic	['M', 'IH1', 'S', 'T', 'IH0', 'K']	(1, 0)	2	JJ
9462	mystical	['M', 'IH1', 'S', 'T', 'IH0', 'K', 'AH0', 'L']	(1, 0, 1)	3	JJ
9463	mysticism	['M', 'IH1', 'S', 'T', 'IH0', 'S', 'IH2', 'Z', 'AH0', 'M']	(1, 0, 1, 0)	4	NN
9464	mystick	['M', 'IY0', 'S', 'T', 'IH0', 'CH', 'K']	(0, 1)	2	NN
9465	mystified	['M', 'IH1', 'S', 'T', 'AH0', 'F', 'AY2', 'D']	(1, 0, 1)	3	VBN
9466	myth	['M', 'IH1', 'TH']	(1,)	1	NN
9467	mérimée	['M', 'É', 'R', 'IH0', 'M', 'É']	(0,)	1	NN
9468	nag	['N', 'AE1', 'G']	(1,)	1	NN
9469	nagging	['N', 'AE1', 'G', 'IH0', 'NG']	(1, 0)	2	VBG
9470	nah	['N', 'AA1']	(1,)	1	NN
9471	nail	['N', 'EY1', 'L']	(1,)	1	NN
9472	nailed	['N', 'EY1', 'L', 'D']	(1,)	1	VBN
9473	nails	['N', 'EY1', 'L', 'Z']	(1,)	1	NNS
9474	naked	['N', 'EY1', 'K', 'AH0', 'D']	(1, 0)	2	JJ
9475	nakedness	['N', 'AH0', 'K', 'EH1', 'D', 'N', 'IH0', 'SH']	(0, 1, 0)	3	NN
9476	name	['N', 'EY1', 'M']	(1,)	1	NN
9477	named	['N', 'EY1', 'M', 'D']	(1,)	1	VBN
9478	nameless	['N', 'EY1', 'M', 'L', 'AH0', 'S']	(1, 0)	2	NN
9479	names	['N', 'EY1', 'M', 'Z']	(1,)	1	NNS
9480	naming	['N', 'EY1', 'M', 'IH0', 'NG']	(1, 0)	2	VBG
9481	nano	['N', 'AA1', 'N', 'OW0']	(1, 0)	2	NN
9482	nanocomputer	['N', 'AE1', 'N', 'AH0', 'SH', 'OW1', 'M', 'P', 'AH0', 'T', 'EH1', 'R']	(1, 0, 1, 0, 1)	5	NN
9483	naples	['N', 'EY1', 'P', 'AH0', 'L', 'Z']	(1, 0)	2	NP
9484	naptha	['N', 'AH0', 'P', 'T', 'HH', 'AH0']	(0, 1)	2	NN
9485	nard	['N', 'AA1', 'R', 'D']	(1,)	1	RB
9486	narrates	['N', 'EH0', 'R', 'EY1', 'T', 'S']	(0, 1)	2	NNS
9487	narrow	['N', 'EH1', 'R', 'OW0']	(1, 0)	2	NN
9488	narrowed	['N', 'EH1', 'R', 'OW0', 'D']	(1, 0)	2	VBD
9489	narrower	['N', 'EH1', 'R', 'OW0', 'ER0']	(1, 0, 1)	3	JJR
9490	narrowly	['N', 'EH1', 'R', 'OW0', 'L', 'IY0']	(1, 0, 1)	3	RB
9491	nastier	['N', 'AE1', 'S', 'T', 'IY0', 'ER0']	(1, 0, 1)	3	NN
9492	nastily	['N', 'AA1', 'S', 'T', 'IH1', 'L', 'IY0']	(1, 0, 1)	3	RB
9493	nasty	['N', 'AE1', 'S', 'T', 'IY0']	(1, 0)	2	JJ
9494	nathless	['N', 'AE1', 'T', 'HH', 'L', 'IH0', 'SH']	(1, 0)	2	NN
9495	nation	['N', 'EY1', 'SH', 'AH0', 'N']	(1, 0)	2	NN
9496	national	['N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']	(1, 0, 1)	3	JJ
9497	nations	['N', 'EY1', 'SH', 'AH0', 'N', 'Z']	(1, 0)	2	NNS
9498	native	['N', 'EY1', 'T', 'IH0', 'V']	(1, 0)	2	NN
9499	natives	['N', 'EY1', 'T', 'IH0', 'V', 'Z']	(1, 0)	2	NNS
9500	nativity	['N', 'AH0', 'T', 'IH1', 'V', 'AH0', 'T', 'IY0']	(0, 1, 0, 1)	4	NN
9501	natural	['N', 'AE1', 'CH', 'ER0', 'AH0', 'L']	(1, 0, 1)	3	JJ
9502	naturally	['N', 'AE1', 'CH', 'ER0', 'AH0', 'L', 'IY0']	(1, 0, 1, 0)	4	RB
9503	nature	['N', 'EY1', 'CH', 'ER0']	(1, 0)	2	NN
9504	natures	['N', 'EY1', 'CH', 'ER0', 'Z']	(1, 0)	2	NNS
9505	naught	['N', 'AO1', 'T']	(1,)	1	PN
9506	naughty	['N', 'AO1', 'T', 'IY0']	(1, 0)	2	JJ
9507	navies	['N', 'EY1', 'V', 'IY0', 'Z']	(1, 0)	2	NNS
9508	navigate	['N', 'AE1', 'V', 'AH0', 'G', 'EY2', 'T']	(1, 0, 1)	3	NN
9509	nay	['N', 'EY1']	(1,)	1	NN
9510	naynature	['N', 'EY2', 'N', 'AE1', 'T', 'AH1', 'R']	(1, 0, 1)	3	NN
9511	nazareth	['N', 'AE1', 'Z', 'AH0', 'R', 'IH0', 'TH']	(1, 0, 1)	3	NNS
9512	nd	['N', 'D']	()	0	NN
9513	ne	['N', 'IY1']	(1,)	1	NN
9514	near	['N', 'IH1', 'R']	(1,)	1	IN
9515	nearby	['N', 'IH1', 'R', 'B', 'AY1']	(1, 0)	2	RB
9516	nearer	['N', 'IH1', 'R', 'ER0']	(1, 0)	2	NN
9517	nearest	['N', 'IH1', 'R', 'AH0', 'S', 'T']	(1, 0)	2	JJS
9518	nearing	['N', 'IH1', 'R', 'IH0', 'NG']	(1, 0)	2	VBG
9519	nearly	['N', 'IH1', 'R', 'L', 'IY0']	(1, 0)	2	RB
9520	nearsighted	['N', 'IY1', 'R', 'S', 'AY2', 'T', 'IH0', 'D']	(1, 0, 1)	3	VBN
9521	neat	['N', 'IY1', 'T']	(1,)	1	JJ
9522	neatly	['N', 'IY1', 'T', 'L', 'IY0']	(1, 0)	2	RB
9523	nebo	['N', 'IH0', 'B', 'OW1']	(0, 1)	2	NN
9524	nebula	['N', 'EH1', 'B', 'Y', 'AH0', 'L', 'AH0']	(1, 0, 1)	3	NN
9525	necessary	['N', 'EH1', 'S', 'AH0', 'S', 'EH2', 'R', 'IY0']	(1, 0, 1, 0)	4	JJ
9526	necessitate	['N', 'AH0', 'S', 'EH1', 'S', 'AH0', 'T', 'EY2', 'T']	(0, 1, 0, 1)	4	NN
9527	necessitated	['N', 'AH0', 'S', 'EH1', 'S', 'AH0', 'T', 'EY2', 'T', 'AH0', 'D']	(0, 1, 0, 1, 0)	5	VBD
9528	necessity	['N', 'AH0', 'S', 'EH1', 'S', 'AH0', 'T', 'IY0']	(0, 1, 0, 1)	4	NN
9529	neck	['N', 'EH1', 'K']	(1,)	1	NN
9530	necklace	['N', 'EH1', 'K', 'L', 'AH0', 'S']	(1, 0)	2	NN
9531	necklaces	['N', 'EH1', 'K', 'L', 'AH0', 'S', 'IH0', 'Z']	(1, 0, 1)	3	NNS
9532	necks	['N', 'EH1', 'K', 'S']	(1,)	1	NNS
9533	necromancer	['N', 'EH1', 'K', 'R', 'AH0', 'M', 'AE2', 'N', 'S', 'ER0']	(1, 0, 1, 0)	4	NN
9534	nectar	['N', 'EH1', 'K', 'T', 'ER0']	(1, 0)	2	NN
9535	nectarine	['N', 'AH0', 'SH', 'T', 'AH0', 'R', 'IH0', 'N']	(0, 1, 0)	3	NN
9536	nectarous	['N', 'IH0', 'SH', 'T', 'AE1', 'R', 'AW1', 'S']	(0, 1, 0)	3	JJ
9537	nectarsenters	['N', 'EH1', 'AH0', 'T', 'AH0', 'R', 'S', 'AH0', 'N', 'T', 'IH0', 'R', 'S']	(1, 0, 1, 0, 1)	5	NNS
9538	necturous	['N', 'IH0', 'SH', 'T', 'AH0', 'R', 'AW1', 'S']	(0, 1, 0)	3	JJ
9539	ned	['N', 'EH1', 'D']	(1,)	1	VBN
9540	need	['N', 'IY1', 'D']	(1,)	1	NN
9541	needed	['N', 'IY1', 'D', 'AH0', 'D']	(1, 0)	2	VBD
9542	needest	['N', 'IY1', 'D', 'AH0', 'S', 'T']	(1, 0)	2	JJS
9543	needin	['N', 'IY1', 'D', 'IH1', 'N']	(1, 0)	2	NN
9544	needing	['N', 'IY1', 'D', 'IH0', 'NG']	(1, 0)	2	VBG
9545	needle	['N', 'IY1', 'D', 'AH0', 'L']	(1, 0)	2	NN
9546	needles	['N', 'IY1', 'D', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
9547	needless	['N', 'IY1', 'D', 'L', 'AH0', 'S']	(1, 0)	2	JJ
9548	needn	['N', 'IY1', 'D', 'N']	(1,)	1	NN
9549	needs	['N', 'IY1', 'D', 'Z']	(1,)	1	VBZ
9550	nefarious	['N', 'AH0', 'F', 'EH1', 'R', 'IY0', 'AH0', 'S']	(0, 1, 0, 1)	4	JJ
9551	negative	['N', 'EH1', 'G', 'AH0', 'T', 'IH0', 'V']	(1, 0, 1)	3	JJ
9552	neglect	['N', 'AH0', 'G', 'L', 'EH1', 'K', 'T']	(0, 1)	2	NN
9553	neglected	['N', 'AH0', 'G', 'L', 'EH1', 'K', 'T', 'AH0', 'D']	(0, 1, 0)	3	VBN
9554	neglecting	['N', 'IH0', 'G', 'L', 'EH1', 'K', 'T', 'IH0', 'NG']	(0, 1, 0)	3	VBG
9555	neglects	['N', 'IH0', 'G', 'L', 'EH1', 'K', 'T', 'S']	(0, 1)	2	VBZ
9556	negotiation	['N', 'IH0', 'G', 'OW2', 'SH', 'IY0', 'EY1', 'SH', 'AH0', 'N']	(0, 1, 0, 1, 0)	5	NN
9557	negus	['N', 'IY1', 'G', 'AH0', 'S']	(1, 0)	2	NN
9558	neigh	['N', 'IY1', 'G', 'HH']	(1,)	1	JJ
9559	neighbor	['N', 'EY1', 'B', 'ER0']	(1, 0)	2	NN
9560	neighborhood	['N', 'EY1', 'B', 'ER0', 'HH', 'UH2', 'D']	(1, 0, 1)	3	NN
9561	neighborhoods	['N', 'EY1', 'B', 'ER0', 'HH', 'UH2', 'D', 'Z']	(1, 0, 1)	3	NNS
9562	neighboring	['N', 'EY1', 'B', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
9563	neighborly	['N', 'EY1', 'B', 'ER0', 'L', 'IY0']	(1, 0, 1)	3	RB
9564	neighbors	['N', 'EY1', 'B', 'ER0', 'Z']	(1, 0)	2	NNS
9565	neighbourhood	['N', 'IY1', 'G', 'HH', 'B', 'AW1', 'R', 'HH', 'UW1', 'D']	(1, 0, 1)	3	NN
9566	neighbouring	['N', 'AY1', 'G', 'HH', 'B', 'AW1', 'R', 'IH0', 'NG']	(1, 0, 1)	3	VBG
9567	neighing	['N', 'AY1', 'JH', 'HH', 'IH1', 'NG']	(1, 0)	2	VBG
9568	neither	['N', 'IY1', 'DH', 'ER0']	(1, 0)	2	DT
9569	neon	['N', 'IY1', 'AA0', 'N']	(1, 0)	2	NN
9570	nephew	['N', 'EH1', 'F', 'Y', 'UW0']	(1, 0)	2	NN
9571	nephews	['N', 'EH1', 'F', 'Y', 'UW0', 'Z']	(1, 0)	2	NNS
9572	neptunes	['N', 'EH1', 'P', 'T', 'UW1', 'N', 'EH1', 'S']	(1, 0, 1)	3	NNS
9573	nerve	['N', 'ER1', 'V']	(1,)	1	NN
9574	nerves	['N', 'ER1', 'V', 'Z']	(1,)	1	NNS
9575	nervous	['N', 'ER1', 'V', 'AH0', 'S']	(1, 0)	2	JJ
9576	nervously	['N', 'ER1', 'V', 'AH0', 'S', 'L', 'IY0']	(1, 0, 1)	3	RB
9577	nest	['N', 'EH1', 'S', 'T']	(1,)	1	NN
